customer_id,customer_name,customer_city,customer_state,signup_date
C00469,Customer 469,Pune,MH,2025-07-09
C00470,Customer 470,Thrissur,KL,2024-12-22
C00471,Customer 471,Pune,MH,2026-03-30
C00472,Customer 472,Thrissur,KL,2023-01-16
C00473,Customer 473,Chennai,TN,2024-05-07
C00474,Customer 474,Mumbai,MH,2026-02-05
C00475,Customer 475,Kolkata,WB,2025-06-12
C00476,Customer 476,Thrissur,KL,2023-11-07
C00477,Customer 477,Kochi,KL,2025-01-08
C00478,Customer 478,Pune,MH,2026-04-08
C00479,Customer 479,Pune,MH,2024-06-29
C00480,Customer 480,Kochi,KL,2024-02-18
C00481,Customer 481,Kozhikode,KL,2023-09-08
C00482,Customer 482,Bengaluru,KA,2025-01-28
C00483,Customer 483,Mumbai,MH,2026-03-10
C00484,Customer 484,Hyderabad,TS,2025-11-28
C00485,Customer 485,Thrissur,KL,2025-03-24
C00486,Customer 486,Kochi,KL,2023-01-29
C00487,Customer 487,Chennai,TN,2025-08-15
C00488,Customer 488,Thrissur,KL,2024-04-21
C00489,Customer 489,Bengaluru,KA,2023-11-14
C00490,Customer 490,Chennai,TN,2023-09-02
C00491,Customer 491,Thiruvananthapuram,KL,2025-01-17
C00492,Customer 492,Kolkata,WB,2024-11-27
C00493,Customer 493,Pune,MH,2023-09-29
C00494,Customer 494,Thiruvananthapuram,KL,2026-06-16
C00495,Customer 495,Thrissur,KL,2024-01-12
C00496,Customer 496,Bengaluru,KA,2023-09-23
C00497,Customer 497,Mumbai,MH,2025-07-14
C00498,Customer 498,Kolkata,WB,2025-07-09
C00499,Customer 499,Thrissur,KL,2023-12-06
C00500,Customer 500,Kochi,KL,2024-01-24
C00501,Customer 501,Malappuram,KL,2024-07-30
C00502,Customer 502,Thrissur,KL,2023-01-03
C00503,Customer 503,Kolkata,WB,2026-03-11
C00504,Customer 504,Pune,MH,2024-01-11
C00505,Customer 505,Pune,MH,2023-11-20
C00506,Customer 506,Thrissur,KL,2023-05-26
C00507,Customer 507,Chennai,TN,2023-10-20
C00508,Customer 508,Malappuram,KL,2024-03-07
C00509,Customer 509,Kochi,KL,2024-12-05
C00510,Customer 510,Thrissur,KL,2025-08-06
C00511,Customer 511,Chennai,TN,2024-08-07
C00512,Customer 512,Pune,MH,2024-02-03
C00513,Customer 513,Pune,MH,2025-03-27
C00514,Customer 514,Bengaluru,KA,2025-08-21
C00515,Customer 515,Thrissur,KL,2026-03-09
C00516,Customer 516,Malappuram,KL,2023-07-06
C00517,Customer 517,Kozhikode,KL,2023-03-02
C00518,Customer 518,Malappuram,KL,2025-07-27
C00519,Customer 519,Pune,MH,2024-12-10
C00520,Customer 520,Pune,MH,2025-03-17
C00521,Customer 521,Thiruvananthapuram,KL,2023-01-11
C00522,Customer 522,Pune,MH,2025-12-21
C00523,Customer 523,Kochi,KL,2023-08-14
C00524,Customer 524,Hyderabad,TS,2026-03-22
C00525,Customer 525,Thrissur,KL,2024-07-17
C00526,Customer 526,Malappuram,KL,2025-02-10
C00527,Customer 527,Hyderabad,TS,2025-06-03
C00528,Customer 528,Chennai,TN,2026-06-20
C00529,Customer 529,Kozhikode,KL,2026-02-04
C00530,Customer 530,Kochi,KL,2023-08-14
C00531,Customer 531,Kolkata,WB,2025-04-04
